City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
1242110,kalmunai,LK,1643758758,7.4167,81.8167,22.25,78,1,1.58
1250161,batticaloa,LK,1643759312,7.7102,81.6924,23.09,73,0,0.06
1244926,hambantota,LK,1643758599,6.1241,81.1185,21.97,83,9,4.92
1504382,kargasok,RU,1643759307,59.0556,80.8572,-8.19,94,100,3.29
1253863,umaria,IN,1643759311,23.5333,80.8333,13.17,59,0,1.92
1507390,dikson,RU,1643758664,73.5069,80.5464,-16.07,94,100,7.94
1272864,dharchula,IN,1643759294,29.85,80.5333,6.0,38,0,3.55
1529660,aksu,CN,1643758688,41.1231,80.2644,-5.83,55,0,0.73
1258553,ramtek,IN,1643759334,21.4,79.3333,12.42,44,6,1.73
1527121,tyup,KG,1643759327,42.7276,78.3648,-10.13,76,9,2.2
1519580,saryozek,KZ,1643759224,44.3583,77.9753,-8.88,79,8,1.65
1256363,sidlaghatta,IN,1643759237,13.3881,77.8628,17.05,88,8,1.99
1490796,strezhevoy,RU,1643759266,60.7333,77.5889,-20.57,100,96,1.66
1278455,jamkhed,IN,1643759273,18.7362,75.3121,18.24,29,1,1.78
1252744,yellapur,IN,1643759260,14.9667,74.7167,16.32,69,23,0.62
1268022,kankon,IN,1643759302,15.0167,74.0167,21.89,70,27,1.91
1177384,hafizabad,PK,1643759319,32.0679,73.6854,8.57,48,9,0.78
1337617,muli,MV,1643759284,2.9167,73.5667,28.31,75,25,6.31
1490624,surgut,RU,1643759325,61.25,73.4167,-22.9,77,0,1.0
1337612,dhidhdhoo,MV,1643759274,6.8833,73.1,27.5,72,9,4.57
1282256,hithadhoo,MV,1643758534,-0.6,73.0833,28.14,71,4,5.39
1337613,kulhudhuffushi,MV,1643759279,6.6221,73.07,27.44,73,12,5.08
1337610,thinadhoo,MV,1643758710,0.5333,72.9333,28.43,69,33,5.38
1337607,kudahuvadhoo,MV,1643759323,2.6708,72.8944,28.06,76,15,6.64
1267390,kavaratti,IN,1643758742,10.5669,72.642,26.75,69,2,4.11
1513491,komsomolskiy,UZ,1643758694,40.4272,71.7189,-0.32,74,100,2.06
1139715,jalalabad,AF,1643759338,34.4265,70.4515,7.53,32,39,1.79
1253237,veraval,IN,1643759337,20.9,70.3667,20.43,67,5,3.31
1490655,sumkino,RU,1643759345,58.1108,68.3244,-11.46,94,87,3.01
1512019,aksarka,RU,1643759220,66.5606,67.7975,-28.9,100,85,2.92
1174451,keti bandar,PK,1643759332,24.1447,67.4497,21.69,73,3,4.25
1519924,kushmurun,KZ,1643759337,52.4503,64.6311,-10.07,87,100,4.57
1491230,sovetskiy,RU,1643759250,61.3614,63.5842,-9.75,96,100,3.14
1177446,gwadar,PK,1643759267,25.1216,62.3254,21.91,74,0,5.25
1487332,verkhnyaya inta,RU,1643759320,65.9811,60.3094,-18.44,88,65,3.08
286245,sur,OM,1643758717,22.5667,59.5289,22.07,62,6,1.21
488593,staroutkinsk,RU,1643759332,57.2302,59.3348,-2.57,95,100,3.35
609924,emba,KZ,1643759223,48.8264,58.1442,-10.34,91,100,2.3
542199,krasnoufimsk,RU,1643759260,56.6059,57.7669,-1.59,94,100,3.77
1106677,bambous virieux,MU,1643758522,-20.3428,57.7575,26.79,100,75,11.32
934322,mahebourg,MU,1643759315,-20.4081,57.7,26.81,100,75,11.32
934479,grand gaube,MU,1643758687,-20.0064,57.6608,26.88,85,100,6.26
286987,nizwa,OM,1643759244,22.9333,57.5333,18.85,32,3,0.78
933995,souillac,MU,1643758744,-20.5167,57.5167,26.87,100,75,11.32
935215,saint-philippe,RE,1643758454,-21.3585,55.7679,26.75,91,98,9.64
6690296,saint-joseph,RE,1643759339,-21.3667,55.6167,27.2,91,96,10.48
161616,balkanabat,TM,1643759262,39.5108,54.3671,6.58,77,8,2.58
523392,naryan-mar,RU,1643758975,67.6713,53.087,-19.6,99,100,2.73
64814,bandarbeyla,SO,1643759063,9.4942,50.8122,23.97,79,44,7.38
1071296,antalaha,MG,1643759326,-14.9003,50.2788,23.66,84,100,2.76
609906,fort-shevchenko,KZ,1643759281,44.5086,50.263,2.13,88,7,3.76
1056899,sambava,MG,1643759227,-14.2667,50.1667,23.52,84,70,2.78
145034,abhar,IR,1643759322,36.1468,49.218,-3.36,83,7,4.11
1082243,ambilobe,MG,1643759328,-13.2,49.05,23.28,94,100,1.23
584715,xudat,AZ,1643759299,41.631,48.681,3.19,81,22,1.09
583345,aleksandrov gay,RU,1643759272,50.147,48.5704,-3.34,91,99,4.18
57000,hobyo,SO,1643758533,5.3505,48.5268,25.07,81,100,7.73
108410,riyadh,SA,1643759222,24.6877,46.7219,11.08,36,0,4.2
53654,mogadishu,SO,1643759058,2.0371,45.3438,25.54,89,99,8.16
1067565,beloha,MG,1643759264,-25.1667,45.05,22.03,84,1,5.86
515805,oktyabrskoye,RU,1643759317,43.0645,44.7417,-1.92,92,76,3.0
98182,baghdad,IQ,1643759256,33.3406,44.4009,6.95,100,0,1.54
1058381,morondava,MG,1643759304,-20.2833,44.2833,27.09,83,38,1.6
921772,moroni,KM,1643759245,-11.7022,43.2551,26.35,81,100,0.59
501847,rochegda,RU,1643759328,62.8,43.25,-8.59,95,100,2.32
553766,kamenka,RU,1643759293,51.3223,42.7678,-7.37,95,75,2.91
55671,kismayo,SO,1643759347,-0.3582,42.5454,25.68,84,100,6.21
110690,faya,SA,1643758714,18.3851,42.4509,11.29,63,34,2.25
491025,soligalich,RU,1643759237,59.0778,42.2864,-4.88,95,100,3.01
741160,oltu,TR,1643759298,40.5498,42.0013,-8.0,89,82,3.42
477579,uyemskiy,RU,1643759246,64.4743,40.8524,-14.97,92,40,2.0
342559,bedesa,ET,1643759338,8.9,40.7833,14.95,59,33,2.62
1035025,nacala,MZ,1643759343,-14.5428,40.6728,22.42,97,25,2.27
540761,kropotkin,RU,1643759238,45.4375,40.5756,0.89,88,100,2.97
102527,sakakah,SA,1643758827,29.9697,40.2064,6.76,51,0,3.13
104515,mecca,SA,1643759225,21.4267,39.8261,19.73,41,2,1.23
186301,mombasa,KE,1643759256,-4.0547,39.6636,24.43,88,89,1.34
556268,ostrovnoy,RU,1643758656,68.0531,39.5131,-8.78,93,100,3.36
515246,onega,RU,1643759324,63.9061,38.1404,-10.87,94,100,2.51
191038,kitui,KE,1643759303,-1.367,38.0106,18.75,73,97,1.73
187585,marsabit,KE,1643759263,2.3284,37.9899,21.49,45,100,3.36
100926,umm lajj,SA,1643759335,25.0213,37.2685,18.2,36,0,3.7
172515,abu samrah,SY,1643758721,35.3029,37.1841,9.13,72,93,1.57
1028434,quelimane,MZ,1643758784,-17.8786,36.8883,22.88,92,0,0.24
496358,severnyy,RU,1643759301,50.677,36.5532,-4.98,80,0,3.0
1047660,cuamba,MZ,1643759287,-14.8031,36.5372,19.83,97,4,0.53
504269,pudozh,RU,1643759348,61.8099,36.5345,-10.64,97,100,1.55
152743,mto wa mbu,TZ,1643759295,-3.35,35.85,19.55,86,83,0.97
1045114,inhambane,MZ,1643758692,-23.865,35.3833,23.96,82,4,1.85
192869,keroka,KE,1643759268,-0.7758,34.9453,13.52,94,100,0.62
155052,malangali,TZ,1643759345,-8.5667,34.85,15.91,96,80,0.72
1024696,dondo,MZ,1643759308,-19.6094,34.7431,22.4,88,0,1.22
315498,eregli,TR,1643759279,37.5133,34.0467,-1.01,78,90,1.87
146412,girne,CY,1643759321,35.3417,33.3167,15.16,70,56,3.89
359792,aswan,EG,1643759314,24.0934,32.907,11.61,43,0,3.09
921028,chadiza,ZM,1643759245,-14.0678,32.4392,17.46,97,14,0.71
962367,richards bay,ZA,1643759262,-28.783,32.0377,24.2,84,94,4.36
525426,sobolevo,RU,1643759250,54.4299,31.8996,-6.89,96,100,4.06
777019,vardo,NO,1643758818,70.3705,31.1107,-6.89,67,76,1.55
235039,arua,UG,1643759316,3.0201,30.9111,23.4,42,92,1.18
546105,nikolskoye,RU,1643758664,59.7035,30.7861,-4.06,98,100,0.78
522260,nikel,RU,1643759336,69.4128,30.222,-21.9,99,96,1.35
780687,berlevag,NO,1643758693,70.8578,29.0864,-5.79,71,90,4.98
699882,nova borova,UA,1643759246,50.693,28.6345,-7.85,92,85,4.26
1006984,east london,ZA,1643758672,-33.0153,27.9116,24.66,77,100,2.53
778707,mehamn,NO,1643759285,71.0357,27.8492,-7.43,75,82,4.3
215668,kabalo,CD,1643759258,-6.05,26.9167,20.52,96,100,0.87
